0.35191,0.41878,0.45626,0.46991,0.48017,0.47748,0.47504
0.3507,0.41487,0.44513,0.47478,0.48296,0.47217,0.46496
0.364,0.42183,0.43609,0.45713,0.48183,0.47409,0.47313
0.38209,0.41591,0.42557,0.45565,0.48026,0.47826,0.47096
0.41209,0.42678,0.434,0.44548,0.44765,0.44765,0.45009
0.65183,0.68043,0.63061,0.60609,0.57235,0.524,0.51991
0.76339,0.84026,0.82104,0.80174,0.76965,0.75774,0.71965
0.78496,0.83939,0.82878,0.80113,0.78096,0.75191,0.73426
