0.29233,0.42094,0.48792,0.48972,0.49928,0.51803,0.55963
0.29496,0.41931,0.48542,0.50137,0.51366,0.52906,0.55725
0.29308,0.39419,0.46954,0.49687,0.50786,0.52824,0.56148
0.29398,0.38011,0.44638,0.46373,0.47486,0.49464,0.5364
0.31238,0.39069,0.45149,0.47581,0.49387,0.51211,0.5475
0.51569,0.62943,0.68631,0.68799,0.68636,0.70422,0.7365
0.84361,0.94597,0.94063,0.93605,0.9389,0.93368,0.92959
0.83058,0.94865,0.93946,0.93402,0.93417,0.93417,0.92885
