0.44164,0.54148,0.56859,0.61166,0.63699,0.65573,0.67246
0.54155,0.55257,0.58291,0.61109,0.63741,0.65504,0.66994
0.55411,0.56111,0.59126,0.61285,0.63012,0.64886,0.66393
0.56129,0.57109,0.60106,0.61902,0.63789,0.64705,0.65762
0.57634,0.58242,0.612,0.62972,0.65074,0.66394,0.67547
0.65985,0.68452,0.71148,0.72213,0.73958,0.73843,0.74174
0.92077,0.91246,0.90107,0.88839,0.8755,0.86634,0.85569
0.93018,0.91431,0.9014,0.88772,0.87705,0.86908,0.858
